Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
48f57020fbf0e8aa7b3407f205b8e78ef1d7ee828562a58e4bc2263fd0fcadbd,2013-01,Surrey Police,Surrey Police,0.017902,51.302185,On or near Bridlington Close,E01000655,Bromley 039B,Other crime,Investigation complete; no suspect identified,
6705d7d2faac6c41c6752e6937e36fe7c82a03aaa9d4445896072c11a68496d2,2013-01,Surrey Police,Surrey Police,-0.102721,51.515404,On or near St Georges'S Court,E01032740,City of London 001G,Shoplifting,Under investigation,
807f4e983d87ce0d573632e728d33565e3f9df5b310687ab93529c56b10b4ff1,2013-01,Surrey Police,Surrey Police,-0.088420,51.363187,On or near Birdhurst Rise,E01001035,Croydon 027A,Burglary,Investigation complete; no suspect identified,
098228076bfdd760eb3e8699e20151f7a5e971e85a48b52da956df9a4d7a5262,2013-01,Surrey Police,Surrey Police,0.001074,51.331197,On or near Sports/Recreation Area,E01001081,Croydon 036D,Violent crime,Investigation complete; no suspect identified,
3f299a55cc5ba5eeab8a9da08cdb20020e63974a40b1c255f1493e14165963be,2013-01,Surrey Police,Surrey Police,-0.067414,51.320963,On or near Princes Avenue,E01001106,Croydon 039C,Robbery,Investigation complete; no suspect identified,
6912fad5cbf5c7a81b2364175fe830ed586a9f26e4b16bb8cfaa39d3206d62df,2013-01,Surrey Police,Surrey Police,-0.067414,51.320963,On or near Princes Avenue,E01001106,Croydon 039C,Violent crime,Under investigation,
,2013-01,Surrey Police,Surrey Police,-0.755167,51.097407,On or near Hammer Lane,E01022585,East Hampshire 009C,Anti-social behaviour,,
a53f6b577ec12807ae6ffe4f7c46042d716506f3077f2be3479e1f90ac440196,2013-01,Surrey Police,Surrey Police,-0.758229,51.096667,On or near Petrol Station,E01022585,East Hampshire 009C,Drugs,Under investigation,
20aac63357f8e771a80484e6200001539a24d2665d4c528219a04dbd28c175c0,2013-01,Surrey Police,Surrey Police,-0.758229,51.096667,On or near Petrol Station,E01022585,East Hampshire 009C,Drugs,Under investigation,
,2013-01,Surrey Police,Surrey Police,-0.369920,51.405381,On or near New Road,E01030330,Elmbridge 001A,Anti-social behaviour,,
,2013-01,Surrey Police,Surrey Police,-0.369236,51.408456,On or near Victoria Avenue,E01030330,Elmbridge 001A,Anti-social behaviour,,
,2013-01,Surrey Police,Surrey Police,-0.368866,51.407929,On or near Petrol Station,E01030330,Elmbridge 001A,Anti-social behaviour,,
,2013-01,Surrey Police,Surrey Police,-0.369236,51.408456,On or near Victoria Avenue,E01030330,Elmbridge 001A,Anti-social behaviour,,
,2013-01,Surrey Police,Surrey Police,-0.366939,51.408352,On or near Beldham Gardens,E01030330,Elmbridge 001A,Anti-social behaviour,,
caf5c356fed129baf7f0994e873e8d7f89a7aba30ea3d5e0bf32639d485bd769,2013-01,Surrey Police,Surrey Police,-0.366939,51.408352,On or near Beldham Gardens,E01030330,Elmbridge 001A,Criminal damage and arson,Investigation complete; no suspect identified,
76c574973305ba03648c2872430ba33f142ec4a3e49851e02e544b0fcf351a22,2013-01,Surrey Police,Surrey Police,-0.372643,51.403198,On or near Hospital,E01030330,Elmbridge 001A,Other theft,Investigation complete; no suspect identified,
