Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2011-07,Surrey Police,Surrey Police,-0.365083,51.409999,On or near Buckingham Gardens,E01030333,Elmbridge 001D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.365083,51.409999,On or near Buckingham Gardens,E01030333,Elmbridge 001D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.364866,51.409609,On or near Buckingham Avenue,E01030333,Elmbridge 001D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.365083,51.409999,On or near Buckingham Gardens,E01030333,Elmbridge 001D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.365083,51.409999,On or near Buckingham Gardens,E01030333,Elmbridge 001D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.364640,51.406683,On or near The Fairway,E01030333,Elmbridge 001D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.364640,51.406683,On or near The Fairway,E01030333,Elmbridge 001D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.362607,51.408858,On or near Carlyle Close,E01030333,Elmbridge 001D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.367272,51.407080,On or near Spurfield,E01030333,Elmbridge 001D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.350346,51.403956,On or near Palace Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.344444,51.403747,On or near River Bank,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.343061,51.401039,On or near Hampton Court Way,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.350346,51.403956,On or near Palace Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.351119,51.401242,On or near Arnison Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.350445,51.402402,On or near Wolsey Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.344444,51.403747,On or near River Bank,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.343061,51.401039,On or near Hampton Court Way,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.345422,51.401764,On or near Bridge Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.343061,51.401039,On or near Hampton Court Way,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.345450,51.403374,On or near Feltham Avenue,E01030326,Elmbridge 002A,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.345450,51.403374,On or near Feltham Avenue,E01030326,Elmbridge 002A,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.350445,51.402402,On or near Wolsey Road,E01030326,Elmbridge 002A,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.349907,51.399777,On or near Bridge Gardens,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344444,51.403747,On or near River Bank,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.350346,51.403956,On or near Palace Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.345450,51.403374,On or near Feltham Avenue,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.349907,51.399777,On or near Bridge Gardens,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.344320,51.402019,On or near Creek Road,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.349907,51.399777,On or near Bridge Gardens,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.345450,51.403374,On or near Feltham Avenue,E01030326,Elmbridge 002A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.354380,51.397313,On or near Bell Road,E01030327,Elmbridge 002B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.361018,51.400626,On or near Hidden Close,E01030327,Elmbridge 002B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.361018,51.400626,On or near Hidden Close,E01030327,Elmbridge 002B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.355769,51.398664,On or near Spencer Road,E01030327,Elmbridge 002B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.360458,51.398999,On or near Seymour Road,E01030327,Elmbridge 002B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.354411,51.400039,On or near Walton Road,E01030327,Elmbridge 002B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.352596,51.400957,On or near Grove Road,E01030327,Elmbridge 002B,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.354404,51.401441,On or near Manor Road,E01030327,Elmbridge 002B,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.355769,51.398664,On or near Spencer Road,E01030327,Elmbridge 002B,Vehicle crime,,
,2011-07,Surrey Police,Surrey Police,-0.352596,51.400957,On or near Grove Road,E01030327,Elmbridge 002B,Vehicle crime,,
,2011-07,Surrey Police,Surrey Police,-0.358127,51.399848,On or near Clinton Avenue,E01030327,Elmbridge 002B,Vehicle crime,,
,2011-07,Surrey Police,Surrey Police,-0.361018,51.400626,On or near Hidden Close,E01030327,Elmbridge 002B,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.354411,51.400039,On or near Walton Road,E01030327,Elmbridge 002B,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.354411,51.400039,On or near Walton Road,E01030327,Elmbridge 002B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.360823,51.396828,On or near The Wilderness,E01030327,Elmbridge 002B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.358127,51.399848,On or near Clinton Avenue,E01030327,Elmbridge 002B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.353382,51.400267,On or near School Road,E01030327,Elmbridge 002B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.348814,51.396588,On or near Riverside Avenue,E01030328,Elmbridge 002C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.349124,51.392375,On or near Ember Lane,E01030328,Elmbridge 002C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.348818,51.394888,On or near Hampton Court Avenue,E01030328,Elmbridge 002C,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.348818,51.394888,On or near Hampton Court Avenue,E01030328,Elmbridge 002C,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.348818,51.394888,On or near Hampton Court Avenue,E01030328,Elmbridge 002C,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.347077,51.396932,On or near Summer Avenue,E01030328,Elmbridge 002C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.345806,51.398281,On or near Summer Road,E01030328,Elmbridge 002C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.349712,51.395998,On or near Esher Road,E01030328,Elmbridge 002C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.347484,51.392819,On or near Southfields,E01030328,Elmbridge 002C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.345806,51.398281,On or near Summer Road,E01030328,Elmbridge 002C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.357315,51.406473,On or near Kings Chase,E01030329,Elmbridge 002D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.353890,51.404563,On or near Church Road,E01030329,Elmbridge 002D,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.352337,51.406961,On or near Graburn Way,E01030329,Elmbridge 002D,Vehicle crime,,
,2011-07,Surrey Police,Surrey Police,-0.357315,51.406473,On or near Kings Chase,E01030329,Elmbridge 002D,Vehicle crime,,
,2011-07,Surrey Police,Surrey Police,-0.353890,51.404563,On or near Church Road,E01030329,Elmbridge 002D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.355407,51.404756,On or near Parsons Mead,E01030329,Elmbridge 002D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.353890,51.404563,On or near Church Road,E01030329,Elmbridge 002D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.378373,51.396065,On or near Pool Close,E01030334,Elmbridge 003A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.381760,51.395402,On or near Brockenhurst,E01030334,Elmbridge 003A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.378373,51.396065,On or near Pool Close,E01030334,Elmbridge 003A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.378373,51.396065,On or near Pool Close,E01030334,Elmbridge 003A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.380191,51.399948,On or near Molesey Avenue,E01030334,Elmbridge 003A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.378373,51.396065,On or near Pool Close,E01030334,Elmbridge 003A,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.377120,51.395328,On or near Fleetside,E01030334,Elmbridge 003A,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.378373,51.396065,On or near Pool Close,E01030334,Elmbridge 003A,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.383753,51.396778,On or near Ivydene,E01030334,Elmbridge 003A,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.383753,51.396778,On or near Ivydene,E01030334,Elmbridge 003A,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.368456,51.398841,On or near Chandlers Close,E01030335,Elmbridge 003B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.364997,51.399890,On or near Glebelands,E01030335,Elmbridge 003B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.364997,51.399890,On or near Glebelands,E01030335,Elmbridge 003B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.368193,51.397758,On or near Ray Road,E01030335,Elmbridge 003B,Vehicle crime,,
,2011-07,Surrey Police,Surrey Police,-0.365464,51.396893,On or near Molesey Park Road,E01030335,Elmbridge 003B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.364997,51.399890,On or near Glebelands,E01030335,Elmbridge 003B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.364272,51.397668,On or near Green Lane,E01030335,Elmbridge 003B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.361783,51.400142,On or near Langton Road,E01030335,Elmbridge 003B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.374447,51.401388,On or near Grovelands,E01030336,Elmbridge 003C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.375986,51.398514,On or near Belvedere Gardens,E01030336,Elmbridge 003C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.381195,51.400825,On or near Dunstable Road,E01030336,Elmbridge 003C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.378888,51.401000,On or near Upper Farm Road,E01030336,Elmbridge 003C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.374447,51.401388,On or near Grovelands,E01030336,Elmbridge 003C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.376991,51.399382,On or near Eastcote Avenue,E01030336,Elmbridge 003C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.382086,51.400028,On or near Minster Gardens,E01030336,Elmbridge 003C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.376991,51.399382,On or near Eastcote Avenue,E01030336,Elmbridge 003C,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.375053,51.397674,On or near St. Barnabas Gardens,E01030336,Elmbridge 003C,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.381195,51.400825,On or near Dunstable Road,E01030336,Elmbridge 003C,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.378888,51.401000,On or near Upper Farm Road,E01030336,Elmbridge 003C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.381195,51.400825,On or near Dunstable Road,E01030336,Elmbridge 003C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.378888,51.401000,On or near Upper Farm Road,E01030336,Elmbridge 003C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.369536,51.402435,On or near Cannon Way,E01030337,Elmbridge 003D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.373644,51.398500,On or near Down Street,E01030337,Elmbridge 003D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.369211,51.399841,On or near Priory Lane,E01030337,Elmbridge 003D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.369211,51.399841,On or near Priory Lane,E01030337,Elmbridge 003D,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.373644,51.398500,On or near Down Street,E01030337,Elmbridge 003D,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.370364,51.400567,On or near High Street,E01030337,Elmbridge 003D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.369536,51.402435,On or near Cannon Way,E01030337,Elmbridge 003D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.371474,51.401716,On or near Yeend Close,E01030337,Elmbridge 003D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.366411,51.401384,On or near Grange Close,E01030337,Elmbridge 003D,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.412580,51.395778,On or near Dunsmore Road,E01030361,Elmbridge 004A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.403944,51.394042,On or near Thorneycroft Close,E01030361,Elmbridge 004A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.403944,51.394042,On or near Thorneycroft Close,E01030361,Elmbridge 004A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.408829,51.391195,On or near Garden Road,E01030361,Elmbridge 004A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.407097,51.390182,On or near Carlton Road,E01030361,Elmbridge 004A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.407097,51.390182,On or near Carlton Road,E01030361,Elmbridge 004A,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.412580,51.395778,On or near Dunsmore Road,E01030361,Elmbridge 004A,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.403944,51.394042,On or near Thorneycroft Close,E01030361,Elmbridge 004A,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.412580,51.395778,On or near Dunsmore Road,E01030361,Elmbridge 004A,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.380789,51.388293,On or near Hurtwood Road,E01030362,Elmbridge 004B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.382971,51.390005,On or near Mellor Close,E01030362,Elmbridge 004B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.382971,51.390005,On or near Mellor Close,E01030362,Elmbridge 004B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.385637,51.386939,On or near Westfield Road,E01030362,Elmbridge 004B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.384888,51.389024,On or near Latton Close,E01030362,Elmbridge 004B,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.384287,51.388557,On or near Homefield Road,E01030362,Elmbridge 004B,Burglary,,
,2011-07,Surrey Police,Surrey Police,-0.385795,51.387355,On or near Fernbank Avenue,E01030362,Elmbridge 004B,Vehicle crime,,
,2011-07,Surrey Police,Surrey Police,-0.382971,51.390005,On or near Mellor Close,E01030362,Elmbridge 004B,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.385637,51.386939,On or near Westfield Road,E01030362,Elmbridge 004B,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.384784,51.386280,On or near Byron Close,E01030362,Elmbridge 004B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.383089,51.387471,On or near Oakbank Avenue,E01030362,Elmbridge 004B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.380789,51.388293,On or near Hurtwood Road,E01030362,Elmbridge 004B,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.416766,51.393200,On or near Felix Road,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.412259,51.391350,On or near Terrace Road,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414463,51.393699,On or near Sunbury Lane,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.412259,51.391350,On or near Terrace Road,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.415888,51.393665,On or near Weir Road,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414463,51.393699,On or near Sunbury Lane,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414463,51.393699,On or near Sunbury Lane,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Anti-social behaviour,,
,2011-07,Surrey Police,Surrey Police,-0.416766,51.393200,On or near Felix Road,E01030363,Elmbridge 004C,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.416766,51.393200,On or near Felix Road,E01030363,Elmbridge 004C,Violent crime,,
,2011-07,Surrey Police,Surrey Police,-0.412259,51.391350,On or near Terrace Road,E01030363,Elmbridge 004C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.412259,51.391350,On or near Terrace Road,E01030363,Elmbridge 004C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.416766,51.393200,On or near Felix Road,E01030363,Elmbridge 004C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.416310,51.394327,On or near Tumbling Bay,E01030363,Elmbridge 004C,Other crime,,
,2011-07,Surrey Police,Surrey Police,-0.414654,51.391103,On or near Thamesmead,E01030363,Elmbridge 004C,Other crime,,
